gene_id,gene_short_name
Fam176b,Fam176b
Fam184a,Fam184a
Fam195a,Fam195a
Fam195b,Fam195b
Fam20c,Fam20c
Fam26f,Fam26f
Fam43a,Fam43a
Fam46a,Fam46a
Fam49b,Fam49b
Fam53b,Fam53b
Fam55b,Fam55b
Fam55c,Fam55c
Fam59a,Fam59a
Fam64a,Fam64a
Fam65a,Fam65a
Fam65b,Fam65b
Fam69b,Fam69b
Fam78a,Fam78a
Fam82a2,Fam82a2
Fam96b,Fam96b
Fance,Fance
Far2,Far2
Fasn,Fasn
Fau,Fau
Fba,Fba
Fbp1,Fbp1
Fbxl20,Fbxl20
Fbxl8,Fbxl8
Fbxo10,Fbxo10
Fbxo4,Fbxo4
Fbxo5,Fbxo5
Fbxo7,Fbxo7
Fbxo9,Fbxo9
Fbxw10,Fbxw10
Fcer1g,Fcer1g
Fcgr2b,Fcgr2b
Fcgr3,Fcgr3
Fcgrt,Fcgrt
Fcho1,Fcho1
Fchsd2,Fchsd2
Fcnb,Fcnb
Fech,Fech
Fen1,Fen1
Fermt3,Fermt3
Fes,Fes
Ffar2,Ffar2
Fgd2,Fgd2
Fgd3,Fgd3
Fgf3,Fgf3
Fgfrl1,Fgfrl1
Fgl2,Fgl2
Fh1,Fh1
Fhdc1,Fhdc1
Ficd,Ficd
Filip1l,Filip1l
Fis1,Fis1
Fkbp11,Fkbp11
Fkbp2,Fkbp2
Fkbp4,Fkbp4
Fkbp5,Fkbp5
Fli1,Fli1
Flna,Flna
Flnb,Flnb
Flot2,Flot2
Flt3,Flt3
Flt3l,Flt3l
Fmnl3,Fmnl3
Fmr1,Fmr1
Fnbp1,Fnbp1
Fnbp1l,Fnbp1l
Fnbp4,Fnbp4
Fndc3a,Fndc3a
Fndc3b,Fndc3b
Fos,Fos
Foxj1,Foxj1
Foxn3,Foxn3
Foxo1,Foxo1
Foxp1,Foxp1
Foxred2,Foxred2
Fr1,Fr1
Frat1,Frat1
Frat2,Frat2
Frmd4a,Frmd4a
Fth1,Fth1
Ftl1,Ftl1
Ftsj1,Ftsj1
Ftsj3,Ftsj3
Fubp1,Fubp1
Fuca2,Fuca2
Fut4,Fut4
Fut7,Fut7
Fut8,Fut8
Fxn,Fxn
Fxyd5,Fxyd5
Fyb,Fyb
Fyn,Fyn
Fyr,Fyr
G0s2,G0s2
G3bp2,G3bp2
G6pc3,G6pc3
G6pdx,G6pdx
Gab2,Gab2
Gabarapl1,Gabarapl1
Gabpb2,Gabpb2
Gadd45a,Gadd45a
Gadd45b,Gadd45b
Galc,Galc
Galk1,Galk1
Galns,Galns
Galnt1,Galnt1
Galnt11,Galnt11
Galnt12,Galnt12
Galnt2,Galnt2
Galnt6,Galnt6
Gamt,Gamt
Ganab,Ganab
Gapt,Gapt
Gapvd1,Gapvd1
Gar1,Gar1
Gars,Gars
Gart,Gart
Gas5,Gas5
Gas7,Gas7
Gata1,Gata1
Gata2,Gata2
Gatad2b,Gatad2b
Gatm,Gatm
Gatsl3,Gatsl3
Gbp10,Gbp10
Gbp2,Gbp2
Gbx2,Gbx2
Gcat,Gcat
Gch1,Gch1
Gclc,Gclc
Gclm,Gclm
Gda,Gda
Gdf3,Gdf3
Gdi2,Gdi2
Gdpd1,Gdpd1
Gdpd3,Gdpd3
Gemin5,Gemin5
Get4,Get4
Gfer,Gfer
Gfi1,Gfi1
Gfi1b,Gfi1b
Gfm1,Gfm1
Gfod1,Gfod1
Gfpt1,Gfpt1
Gga2,Gga2
Ggh,Ggh
Ggt5,Ggt5
Ggta1,Ggta1
Gigyf2,Gigyf2
Gimap1,Gimap1
Gimap5,Gimap5
Gimap6,Gimap6
Gimap7,Gimap7
Git2,Git2
Gja1,Gja1
Gjb3,Gjb3
Glb1,Glb1
Glb1l,Glb1l
Glg1,Glg1
Glipr1,Glipr1
Glipr2,Glipr2
Glo1,Glo1
Glrx5,Glrx5
Gltscr2,Gltscr2
Glud1,Glud1
Gm10653,Gm10653
Gm14005,Gm14005
Gm14085,Gm14085
Gm15800,Gm15800
Gm16515,Gm16515
Gm1966,Gm1966
Gm2058,Gm2058
Gm2a,Gm2a
Gm4759,Gm4759
Gm4902,Gm4902
Gm5057,Gm5057
Gm5506,Gm5506
Gm608,Gm608
Gm672,Gm672
Gm7694,Gm7694
Gmfg,Gmfg
Gmip,Gmip
Gmpr,Gmpr
Gna14,Gna14
Gna15,Gna15
Gnai2,Gnai2
Gnas,Gnas
Gnb2l1,Gnb2l1
Gng10,Gng10
Gng11,Gng11
Gng12,Gng12
Gng2,Gng2
Gnl2,Gnl2
Gnl3,Gnl3
Gnl3l,Gnl3l
Gnpda2,Gnpda2
Gnptab,Gnptab
Golga4,Golga4
Golm1,Golm1
Gorasp2,Gorasp2
Gp1ba,Gp1ba
Gp5,Gp5
Gp9,Gp9
Gpatch8,Gpatch8
Gpbp1,Gpbp1
Gpc1,Gpc1
Gpc4,Gpc4
Gpi1,Gpi1
Gpn3,Gpn3
Gpr132,Gpr132
Gpr171,Gpr171
Gpr18,Gpr18
Gpr183,Gpr183
Gpr56,Gpr56
Gpr84,Gpr84
Gpr97,Gpr97
Gps2,Gps2
Gpt2,Gpt2
Gpx1,Gpx1
Gpx3,Gpx3
Gpx4,Gpx4
Gramd1b,Gramd1b
Gramd3,Gramd3
Grap,Grap
Grb10,Grb10
Grb2,Grb2
Grhpr,Grhpr
Gria3,Gria3
Grina,Grina
Grk6,Grk6
Grn,Grn
Gsn,Gsn
Gspt1,Gspt1
Gsr,Gsr
Gstm1,Gstm1
Gstm4,Gstm4
Gstm5,Gstm5
Gstm7,Gstm7
Gsto1,Gsto1
Gstp1,Gstp1
Gstt3,Gstt3
Gtf2a2,Gtf2a2
Gtf2f1,Gtf2f1
Gtf2h1,Gtf2h1
Gtf2h3,Gtf2h3
Gtf2i,Gtf2i
Gtpbp1,Gtpbp1
Guca1a,Guca1a
Gucy1a3,Gucy1a3
Guk1,Guk1
Gusb,Gusb
Gxylt1,Gxylt1
Gyg,Gyg
Gypa,Gypa
Gypc,Gypc
Gzma,Gzma
Gzmb,Gzmb
Gzmm,Gzmm
H13,H13
H1f0,H1f0
H1fx,H1fx
H2-Aa,H2-Aa
H2-Ab1,H2-Ab1
H2-D1,H2-D1
H2-DMa,H2-DMa
H2-DMb1,H2-DMb1
H2-Eb1,H2-Eb1
H2-K1,H2-K1
H2-Ke2,H2-Ke2
H2-M3,H2-M3
H2-Oa,H2-Oa
H2-Ob,H2-Ob
H2-Q7,H2-Q7
H2-T10,H2-T10
H2afj,H2afj
H2afv,H2afv
H2afx,H2afx
H2afy,H2afy
H3f3a,H3f3a
H47,H47
HDAC7,HDAC7
HLS2,HLS2
Haao,Haao
Hadh,Hadh
Hadha,Hadha
Hagh,Hagh
Hars,Hars
Hausp,Hausp
Hba-a2,Hba-a2
Hbb-b1,Hbb-b1
Hcfc1,Hcfc1
Hck,Hck
Hcst,Hcst
Hdac5,Hdac5
Hdac6,Hdac6
Hdc,Hdc
Hdgf,Hdgf
Hdlbp,Hdlbp
Heatr1,Heatr1
Heatr3,Heatr3
Heatr5a,Heatr5a
Hebp1,Hebp1
Hectd1,Hectd1
Heg1,Heg1
Hells,Hells
Hemgn,Hemgn
Herc1,Herc1
Herc2,Herc2
Herpud1,Herpud1
Hes1,Hes1
Hexa,Hexa
Hexb,Hexb
Hfe,Hfe
Hif3a,Hif3a
Higd2a,Higd2a
Hint1,Hint1
Hip1,Hip1
Hip1r,Hip1r
Hipk1,Hipk1
Hist1h2an,Hist1h2an
Hivep2,Hivep2
Hk1,Hk1
Hk2,Hk2
Hk3,Hk3
Hlf,Hlf
Hlx,Hlx
Hmbs,Hmbs
Hmgb2,Hmgb2
Hmgb3,Hmgb3
Hmgcl,Hmgcl
Hmgn1,Hmgn1
Hmgn2,Hmgn2
Hmgn3,Hmgn3
Hmha1,Hmha1
Hmmr,Hmmr
Hmox1,Hmox1
Hn1,Hn1
Hnf4a,Hnf4a
Hnrnpab,Hnrnpab
Hnrnpc,Hnrnpc
Hnrnpd,Hnrnpd
Hnrnph1,Hnrnph1
Hnrnpk,Hnrnpk
Hnrnpm,Hnrnpm
Hnrnpul1,Hnrnpul1
Hnrpdl,Hnrpdl
Homer2,Homer2
Homer3,Homer3
Hoxa5,Hoxa5
Hoxa7,Hoxa7
Hoxa9,Hoxa9
Hp,Hp
Hp1bp3,Hp1bp3
Hpn,Hpn
Hprt,Hprt
Hps3,Hps3
Hras1,Hras1
Hs6st1,Hs6st1
Hsd11b1,Hsd11b1
Hsd17b1,Hsd17b1
Hsd17b10,Hsd17b10
Hsd17b11,Hsd17b11
Hsd17b12,Hsd17b12
Hsp90ab1,Hsp90ab1
Hsp90b1,Hsp90b1
Hspa14,Hspa14
Hspa2,Hspa2
Hspa4,Hspa4
Hspa4l,Hspa4l
Hspa5,Hspa5
Hspa8,Hspa8
Hspbp1,Hspbp1
Hspd1,Hspd1
Hspe1,Hspe1
Hsph1,Hsph1
HtrA2,HtrA2
Huwe1,Huwe1
Hyal1,Hyal1
Hyal2,Hyal2
Hyi,Hyi
Hyou1,Hyou1
I830077J02Rik,I830077J02Rik
ISG12a,ISG12a
Iars,Iars
Iars2,Iars2
Ica1,Ica1
Icam2,Icam2
Icam4,Icam4
Id1,Id1
Id2,Id2
Idh1,Idh1
Idh2,Idh2
Idh3a,Idh3a
Idh3b,Idh3b
Ier3,Ier3
Ier3ip1,Ier3ip1
Ier5,Ier5
Iffo2,Iffo2
Ifi203,Ifi203
Ifi27l2a,Ifi27l2a
Ifi30,Ifi30
Ifih1,Ifih1
Ifitm1,Ifitm1
Ifitm2,Ifitm2
Ifitm3,Ifitm3
Ifnar2,Ifnar2
Ifngr1,Ifngr1
Ifngr2,Ifngr2
Ifrd2,Ifrd2
Ift140,Ift140
Igf1r,Igf1r
Igf2r,Igf2r
Igfbp4,Igfbp4
Igsf3,Igsf3
Igsf6,Igsf6
Igtp,Igtp
Ikbke,Ikbke
Ikzf1,Ikzf1
Ikzf2,Ikzf2
Il10ra,Il10ra
Il12a,Il12a
Il15,Il15
Il16,Il16
Il17ra,Il17ra
Il17rb,Il17rb
Il1r1,Il1r1
Il1rl1,Il1rl1
Il21r,Il21r
Il2rb,Il2rb
Il31ra,Il31ra
Il3ra,Il3ra
Il4ra,Il4ra
Il6ra,Il6ra
Il6st,Il6st
Immt,Immt
Imp3,Imp3
Imp4,Imp4
Impa2,Impa2
Impdh1,Impdh1
Incenp,Incenp
Inf2,Inf2
Ing1,Ing1
Ino80d,Ino80d
Inpp5d,Inpp5d
Integrin Alpha-4,Integrin Alpha-4
Ints8,Ints8
Ipmk,Ipmk
Ipo4,Ipo4
Ipo5,Ipo5
Iqgap1,Iqgap1
Iqgap2,Iqgap2
Irak-M,Irak-M
Irf1,Irf1
Irf2,Irf2
Irf2bp2,Irf2bp2
Irf5,Irf5
Irf7,Irf7
Irf8,Irf8
Irf9,Irf9
Irg1,Irg1
Irgm1,Irgm1
Isca1,Isca1
Isca2,Isca2
Isg15,Isg15
Isg20,Isg20
Isg20l2,Isg20l2
Isoc1,Isoc1
Isyna1,Isyna1
Itga2b,Itga2b
Itga6,Itga6
Itgal,Itgal
Itgam,Itgam
Itgav,Itgav
Itgax,Itgax
Itgb1,Itgb1
Itgb2,Itgb2
Itgb3,Itgb3
Itgb5,Itgb5
Itgb7,Itgb7
Itih5,Itih5
Itm2a,Itm2a
Itm2b,Itm2b
Itm2c,Itm2c
Itpr1,Itpr1
Itpr3,Itpr3
Itpripl1,Itpripl1
Itpripl2,Itpripl2
Itsn1,Itsn1
Iws1,Iws1
Jak1,Jak1
Jarid1a,Jarid1a
Jdp2,Jdp2
Jmjd1c,Jmjd1c
Jmy,Jmy
Jnk2,Jnk2
Josd1,Josd1
Josd2,Josd2
Kalrn,Kalrn
Kars,Kars
Katnal1,Katnal1
Kbtbd11,Kbtbd11
Kcc1,Kcc1
Kcnab2,Kcnab2
Kcng2,Kcng2
Kcnip3,Kcnip3
Kcnk12,Kcnk12
Kcnk6,Kcnk6
Kcnn4,Kcnn4
Kcnq5,Kcnq5
Kctd1,Kctd1
Kctd12,Kctd12
Kctd14,Kctd14
Kctd17,Kctd17
Kctd20,Kctd20
Kdelc2,Kdelc2
Kdelr2,Kdelr2
Kdm2a,Kdm2a
Kdm3a,Kdm3a
Kdm3b,Kdm3b
Kdm5b,Kdm5b
Kel,Kel
Khdrbs1,Khdrbs1
Khk,Khk
Khsrp,Khsrp
Kiaa0028,Kiaa0028
Kif11,Kif11
Kif15,Kif15
Kif17,Kif17
Kif18b,Kif18b
Kif1b,Kif1b
Kif21b,Kif21b
Kif22,Kif22
Kif23,Kif23
Kif2a,Kif2a
Kif3a,Kif3a
Kif4,Kif4
Kit,Kit
Klf1,Klf1
Klf13,Klf13
Klf2,Klf2
Klf3,Klf3
Klf4,Klf4
Klf6,Klf6
Klf9,Klf9
Klhdc2,Klhdc2
Klhdc3,Klhdc3
Klhdc8b,Klhdc8b
Klhl22,Klhl22
Klhl36,Klhl36
Klhl5,Klhl5
Klk8,Klk8
Klrb1c,Klrb1c
Klrb1f,Klrb1f
Klrk1,Klrk1
Kpc1,Kpc1
Kpnb1,Kpnb1
Krt18,Krt18
Krtcap2,Krtcap2
Kti12,Kti12
Ktn1,Ktn1
L1cam,L1cam
L3mbtl3,L3mbtl3
LPCAT4,LPCAT4
Lair1,Lair1
Lamp1,Lamp1
Lap3,Lap3
Laptm5,Laptm5
Larp1,Larp1
Larp1b,Larp1b
Larp7,Larp7
Lars,Lars
Lass5,Lass5
Lat,Lat
Lat2,Lat2
Lbh,Lbh
Lbp,Lbp
Lck,Lck
Lcn2,Lcn2
Lcp1,Lcp1
Lcp2,Lcp2
Ldb1,Ldb1
Ldha,Ldha
Ldhb,Ldhb
Ldlrad3,Ldlrad3
Lefty1,Lefty1
Leprot,Leprot
Lfng,Lfng
Lgals1,Lgals1
Lgals3,Lgals3
Lgals3bp,Lgals3bp
Lgals9,Lgals9
Lgmn,Lgmn
Lias,Lias
Lig1,Lig1
Lilrb3,Lilrb3
Limd1,Limd1
Limd2,Limd2
Lims1,Lims1
Litaf,Litaf
Lman1,Lman1
Lman2,Lman2
Lmcd1,Lmcd1
Lmna,Lmna
Lmnb1,Lmnb1
Lmnb2,Lmnb2
Lmo1,Lmo1
Lmo2,Lmo2
Lmo4,Lmo4
Lonp1,Lonp1
Lonp2,Lonp2
Lpar2,Lpar2
Lpar6,Lpar6
Lpcat2,Lpcat2
Lpcat4,Lpcat4
Lpgat1,Lpgat1
Lphn1,Lphn1
Lphn2,Lphn2
Lpin1,Lpin1
Lpin2,Lpin2
Lpla2,Lpla2
Lrg1,Lrg1
Lrmp,Lrmp
Lrp1,Lrp1
Lrp4,Lrp4
Lrp5,Lrp5
Lrp8,Lrp8
Lrpprc,Lrpprc
Lrrc1,Lrrc1
Lrrc14,Lrrc14
Lrrc24,Lrrc24
Lrrc33,Lrrc33
Lrrc58,Lrrc58
Lrrc8c,Lrrc8c
Lrrfip1,Lrrfip1
Lrrk2,Lrrk2
Lrwd1,Lrwd1
Lsm14a,Lsm14a
Lsm2,Lsm2
Lsm4,Lsm4
Lsp1,Lsp1
Lta4h,Lta4h
Ltb4r1,Ltb4r1
Ltbr,Ltbr
Luc7l,Luc7l
Luc7l2,Luc7l2
Luc7l3,Luc7l3
Luzp1,Luzp1
Lxn,Lxn
Ly6c2,Ly6c2
Ly6d,Ly6d
Ly6e,Ly6e
Ly86,Ly86
Ly9,Ly9
Lyar,Lyar
Lyl1,Lyl1
Lysmd2,Lysmd2
Lyst,Lyst
Lyz1,Lyz1
M-rdgB beta,M-rdgB beta
M6prbp1,M6prbp1
MRPL33,MRPL33
MRPS11,MRPS11
Macf1,Macf1
Mad2l1,Mad2l1
Maged2,Maged2
Magoh,Magoh
Magt1,Magt1
Malat1,Malat1
Malt1,Malt1
Maml3,Maml3
Man1a,Man1a
Man1c1,Man1c1
Man2b1,Man2b1
Manf,Manf
Map1lc3b,Map1lc3b
Map2k2,Map2k2
Map3k14,Map3k14
Map3k3,Map3k3
Map3k5,Map3k5
Map4,Map4
Map4k3,Map4k3
Map4k4,Map4k4
Mapk14,Mapk14
Mapk6,Mapk6
Mapkapk2,Mapkapk2
Mapkapk3,Mapkapk3
Mapre1,Mapre1
Marcksl1,Marcksl1
Mars,Mars
Marveld1,Marveld1
Mast2,Mast2
Mast4,Mast4
Mat2a,Mat2a
Mat2b,Mat2b
Matn2,Matn2
Mbd2,Mbd2
Mbnl1,Mbnl1
Mboat1,Mboat1
Mbp,Mbp
Mcf2l,Mcf2l
Mcm10,Mcm10
Mcm2,Mcm2
Mcm3,Mcm3
Mcm4,Mcm4
Mcm5,Mcm5
Mcm6,Mcm6
Mcm7,Mcm7
Mcph1,Mcph1
Mcpt4,Mcpt4
Mcpt8,Mcpt8
Mctp1,Mctp1
Mdga1,Mdga1
Mdh1,Mdh1
Mdh2,Mdh2
Mdn1,Mdn1
Me2,Me2
Mecr,Mecr
Med13l,Med13l
Med20,Med20
Med25,Med25
Med30,Med30
Med7,Med7
Mef2c,Mef2c
Mefv,Mefv
Megf12,Megf12
Meis1,Meis1
Memo1,Memo1
Metap2,Metap2
Mett10d,Mett10d
Mettl13,Mettl13
Mfap1b,Mfap1b
Mfap3,Mfap3
Mfge8,Mfge8
Mfhas1,Mfhas1
Mfn1,Mfn1
Mfsd10,Mfsd10
Mfsd2b,Mfsd2b
Mfsd6,Mfsd6
Mgam,Mgam
Mgat4a,Mgat4a
Mgat5,Mgat5
Mgl2,Mgl2
Mgll,Mgll
Mgst1,Mgst1
Mgst2,Mgst2
Mgst3,Mgst3
Mical1,Mical1
Mical3,Mical3
Micall2,Micall2
Mier1,Mier1
Mier3,Mier3
Minpp1,Minpp1
Mipol1,Mipol1
Mir142,Mir142
Mir1903,Mir1903
Mki67,Mki67
Mki67ip,Mki67ip
Mkl1,Mkl1
Mknk2,Mknk2
Mkrn1,Mkrn1
Mlec,Mlec
Mll1,Mll1
Mll2,Mll2
Mll3,Mll3
Mllt3,Mllt3
Mllt6,Mllt6
Mmgt2,Mmgt2
Mmp14,Mmp14
Mnda,Mnda
Mndal,Mndal
Mns1,Mns1
Mobkl2a,Mobkl2a
Mogat2,Mogat2
Mogs,Mogs
Morf4l2,Morf4l2
Mosc2,Mosc2
Mospd3,Mospd3
Mpeg1,Mpeg1
Mpl,Mpl
Mpnd,Mpnd
Mpo,Mpo
Mpp4,Mpp4
Mpp6,Mpp6
Mras,Mras
Mrgpre,Mrgpre
Mrp63,Mrp63
Mrpl12,Mrpl12
Mrpl15,Mrpl15
Mrpl17,Mrpl17
Mrpl18,Mrpl18
Mrpl20,Mrpl20
Mrpl22,Mrpl22
Mrpl28,Mrpl28
Mrpl3,Mrpl3
Mrpl30,Mrpl30
Mrpl34,Mrpl34
Mrpl35,Mrpl35
Mrpl37,Mrpl37
Mrpl38,Mrpl38
Mrpl42,Mrpl42
Mrpl45,Mrpl45
Mrpl47,Mrpl47
Mrpl52,Mrpl52
Mrpl54,Mrpl54
Mrpl55,Mrpl55
Mrpl9,Mrpl9
Mrps22,Mrps22
Mrps24,Mrps24
Mrps26,Mrps26
Mrps28,Mrps28
Mrps36,Mrps36
Mrps5,Mrps5
Mrto4,Mrto4
Mrvi1,Mrvi1
Ms4a4b,Ms4a4b
Ms4a6b,Ms4a6b
Ms4a6c,Ms4a6c
Msh6,Msh6
Msi2,Msi2
Msn,Msn
Mt1,Mt1
Mt2,Mt2
Mta1,Mta1
Mta2,Mta2
Mta3,Mta3
Mtch2,Mtch2
Mtdh,Mtdh
Mtfp1,Mtfp1
Mtfr1,Mtfr1
Mthfd1,Mthfd1
Mthfd2,Mthfd2
Mtmr14,Mtmr14
Mtss1,Mtss1
Mtus1,Mtus1
Mtx2,Mtx2
Muc13,Muc13
Mutyh,Mutyh
Myadm,Myadm
Myb,Myb
Mybbp1a,Mybbp1a
Myc,Myc
Mycbp2,Mycbp2
Mycn,Mycn
Myct1,Myct1
Myeov2,Myeov2
Myh10,Myh10
Myh9,Myh9
Myl12b,Myl12b
Mylip,Mylip
Mylk3,Mylk3
Mylpf,Mylpf
Myo10,Myo10
Myo15b,Myo15b
Myo1d,Myo1d
Myo1f,Myo1f
Myo1g,Myo1g
Myo5b,Myo5b
Myo7a,Myo7a
Myst3,Myst3
N4bp2,N4bp2
N4bp2l1,N4bp2l1
N4bp3,N4bp3
NAAA,NAAA
Naa25,Naa25
Naa50,Naa50
Nab1,Nab1
Naga,Naga
Naglu,Naglu
Nags,Nags
Naip1,Naip1
Naip2,Naip2
Nanos3,Nanos3
Nap1l4,Nap1l4
Naprt1,Naprt1
Napsa,Napsa
Narf,Narf
Nasp,Nasp
Nat10,Nat10
Nat15,Nat15
Nat8l,Nat8l
Nav1,Nav1
Nav2,Nav2
Ncam1,Ncam1
Ncapd2,Ncapd2
Ncapg2,Ncapg2
Ncbp1,Ncbp1
Ncf1,Ncf1
Ncf2,Ncf2
Ncf4,Ncf4
Nckap1,Nckap1
Nckap5l,Nckap5l
Nckipsd,Nckipsd
Ncl,Ncl
Ncln,Ncln
Ncoa2,Ncoa2
Ncoa3,Ncoa3
Ncoa6,Ncoa6
Ncor1,Ncor1
Ncs1,Ncs1
Ndrg1,Ndrg1
Ndst1,Ndst1
Ndst2,Ndst2
Ndufa10,Ndufa10
Ndufa12,Ndufa12
Ndufa13,Ndufa13
Ndufa7,Ndufa7
Ndufb10,Ndufb10
Ndufb2,Ndufb2
Ndufb5,Ndufb5
Ndufb6,Ndufb6
Ndufb8,Ndufb8
Ndufb9,Ndufb9
Ndufc2,Ndufc2
Ndufs1,Ndufs1
Ndufs2,Ndufs2
Ndufs6,Ndufs6
Ndufs7,Ndufs7
Ndufv1,Ndufv1
Ndufv2,Ndufv2
Ndufv3,Ndufv3
Necap2,Necap2
Nedd4,Nedd4
Nedd9,Nedd9
Nefh,Nefh
Neil3,Neil3
Nek6,Nek6
Nenf,Nenf
Net1,Net1
Neu1,Neu1
Neurl3,Neurl3
Nfam1,Nfam1
Nfat5,Nfat5
Nfatc1,Nfatc1
Nfatc2,Nfatc2
Nfatc3,Nfatc3
Nfe2,Nfe2
Nfe2l1,Nfe2l1
Nfe2l2,Nfe2l2
Nfia,Nfia
Nfic,Nfic
Nfil3,Nfil3
Nfix,Nfix
Nfkb1,Nfkb1
Nfkbia,Nfkbia
Nfkbie,Nfkbie
Nfs1,Nfs1
Nfya,Nfya
Ng23,Ng23
Ngly1,Ngly1
Nhlrc2,Nhlrc2
Nhsl2,Nhsl2
Nin,Nin
Ninj1,Ninj1
Ninl,Ninl
Nipsnap1,Nipsnap1
Nkg7,Nkg7
Nlgn2,Nlgn2
Nlrx1,Nlrx1
Nmd3,Nmd3
Nme1,Nme1
Nme2,Nme2
Nme4,Nme4
Nmral1,Nmral1
Noc3l,Noc3l
Noc4l,Noc4l
Nod1,Nod1
Nol11,Nol11
Nol7,Nol7
Nol9,Nol9
Nolc1,Nolc1
Nop14,Nop14
Nop2,Nop2
Nop58,Nop58
Npc2,Npc2
Npl,Npl
Npm2,Npm2
Nqo1,Nqo1
Nr0b2,Nr0b2
Nr3c1,Nr3c1
Nrg2,Nrg2
Nrgn,Nrgn
Nrip1,Nrip1
Nrp2,Nrp2
Nrxn1,Nrxn1
Nsf,Nsf
Nsmce4a,Nsmce4a
Nsun2,Nsun2
Nt5c2,Nt5c2
Ntng2,Ntng2
Nuak2,Nuak2
Nucb1,Nucb1
Nucb2,Nucb2
Nucks1,Nucks1
Nudc,Nudc
Nudt19,Nudt19
Nudt3,Nudt3
Nudt9,Nudt9
Numa1,Numa1
Nup133,Nup133
Nup160,Nup160
Nup210,Nup210
Nup85,Nup85
Nup93,Nup93
Nupr1,Nupr1
Nusap1,Nusap1
Nxn,Nxn
Nxt1,Nxt1
Oaf,Oaf
Oasl1,Oasl1
Oat,Oat
Ociad1,Ociad1
Ocrl,Ocrl
Odc1,Odc1
Ogfrl1,Ogfrl1
Oip5,Oip5
Olfm1,Olfm1
Olfr56,Olfr56
Olr1,Olr1
Opa1,Opa1
Optn,Optn
Orai2,Orai2
Orc2,Orc2
Orc3,Orc3
Orc5,Orc5
Orc6,Orc6
Ormdl3,Ormdl3
Os9,Os9
Osbpl1a,Osbpl1a
Osbpl3,Osbpl3
Osbpl5,Osbpl5
Osbpl8,Osbpl8
Ostc,Ostc
Ostf1,Ostf1
Otub2,Otub2
Otud7b,Otud7b
Oxr1,Oxr1
P2rx1,P2rx1
P2rx7,P2rx7
P2ry1,P2ry1
P2ry2,P2ry2
P4hb,P4hb
PAPK-A,PAPK-A
Pa2g4,Pa2g4
Pabpc4,Pabpc4
Pabpn1,Pabpn1
Pacs1,Pacs1
Pacsin2,Pacsin2
Padi4,Padi4
Paics,Paics
Paip1,Paip1
Paip2,Paip2
Pak1,Pak1
Pak1ip1,Pak1ip1
Palm,Palm
Pam,Pam
Pank1,Pank1
Panx1,Panx1
Papola,Papola
Papss2,Papss2
Paqr7,Paqr7
Paqr9,Paqr9
Pard3b,Pard3b
Park7,Park7
Parm1,Parm1
Parp1,Parp1
Parp14,Parp14
Parp3,Parp3
Parp8,Parp8
Parvb,Parvb
Parvg,Parvg
Pbx1,Pbx1
Pbx4,Pbx4
Pcbp1,Pcbp1
Pcbp2,Pcbp2
Pccb,Pccb
Pcf11,Pcf11
Pcgf2,Pcgf2
Pck2,Pck2
Pcm1,Pcm1
Pcmtd2,Pcmtd2
Pcna,Pcna
Pcnt,Pcnt
Pcnx,Pcnx
Pcp4l1,Pcp4l1
Pcyt1a,Pcyt1a
Pcyt1b,Pcyt1b
Pdap1,Pdap1
Pdcd11,Pdcd11
Pdcd4,Pdcd4
Pdcd6ip,Pdcd6ip
Pde2a,Pde2a
Pde4d,Pde4d
Pde5a,Pde5a
Pde6d,Pde6d
Pdgfrb,Pdgfrb
Pdha1,Pdha1
Pdhb,Pdhb
Pdia2,Pdia2
Pdia3,Pdia3
Pdia4,Pdia4
Pdia5,Pdia5
Pdia6,Pdia6
Pdlim1,Pdlim1
Pdlim2,Pdlim2
Pdlim7,Pdlim7
Pdrg1,Pdrg1
Pdxk,Pdxk
Pea15a,Pea15a
Pecam1,Pecam1
Peci,Peci
Pef1,Pef1
Peg13,Peg13
Peli2,Peli2
Peo1,Peo1
Per1,Per1
Per3,Per3
Pex11a,Pex11a
Pf4,Pf4
Pfdn1,Pfdn1
Pfdn5,Pfdn5
Pfkfb3,Pfkfb3
Pfkfb4,Pfkfb4
Pfkm,Pfkm
Pfkp,Pfkp
Pgd,Pgd
Pglyrp1,Pglyrp1
Pglyrp2,Pglyrp2
Pgp,Pgp
Phactr2,Phactr2
Phactr4,Phactr4
Phb2,Phb2
Phc1,Phc1
Phf10,Phf10
Phf13,Phf13
Phf14,Phf14
Phf19,Phf19
Phf21a,Phf21a
Phf3,Phf3
Phf5a,Phf5a
Phgdh,Phgdh
Phldb3,Phldb3
Phospho1,Phospho1
Phyhip,Phyhip
Picalm,Picalm
Pigq,Pigq
Pik3ap1,Pik3ap1
Pik3cd,Pik3cd
Pik3cg,Pik3cg
Pik3r2,Pik3r2
Pik3r5,Pik3r5
Pik3r6,Pik3r6
Pim1,Pim1
Pim2,Pim2
Pip4k2a,Pip4k2a
Pip5k1b,Pip5k1b
Pitpna,Pitpna
Pitpnm2,Pitpnm2
Pitrm1,Pitrm1
Pkhd1l1,Pkhd1l1
Pkib,Pkib
Pkig,Pkig
Pklr,Pklr
Pkm2,Pkm2
Pkn2,Pkn2
Pla2g12a,Pla2g12a
Pla2g16,Pla2g16
Plaur,Plaur
Plbd1,Plbd1
Plcb2,Plcb2
Plcb3,Plcb3
Plcg1,Plcg1
Plcg2,Plcg2
