cell_id,paul15_clusters,dpt_pseudotime_finite
W36950,2Ery,0.633348286151886
W36951,5Ery,0.5907553434371948
W36952,2Ery,0.6424870491027832
W36953,5Ery,0.42013370990753174
W36954,1Ery,0.6699252724647522
W36955,13Baso,0.07271116226911545
W36956,14Mo,0.11753632128238678
W36957,14Mo,0.10802444070577621
W36958,16Neu,0.18972954154014587
W36959,1Ery,0.5900692343711853
W36960,6Ery,0.48081013560295105
W36961,14Mo,0.05237638205289841
W36962,14Mo,0.08546074479818344
W36963,15Mo,0.09142742305994034
W36964,13Baso,0.16001154482364655
W36966,15Mo,0.1520216315984726
W36967,1Ery,0.6633875370025635
W36969,8Mk,0.43178245425224304
W36970,15Mo,0.2543102502822876
W36971,14Mo,0.0998673364520073
W36972,10GMP,0.03719695284962654
W36973,9GMP,0.05437900125980377
W36974,4Ery,0.4608711302280426
W36975,15Mo,0.12027173489332199
W36976,4Ery,0.4134864807128906
W36977,11DC,0.21187834441661835
W36978,2Ery,0.6831079125404358
W36979,14Mo,0.04802439361810684
W36980,14Mo,0.05082576349377632
W36981,8Mk,0.21720868349075317
W36982,13Baso,0.03020506352186203
W36983,6Ery,0.42030543088912964
W36984,13Baso,0.09604821354150772
W36985,4Ery,0.45337241888046265
W36987,13Baso,0.022481722757220268
W36990,15Mo,0.11163709312677383
W36991,13Baso,0.10736357420682907
W36992,4Ery,0.5883759260177612
W36993,2Ery,0.6360592246055603
W36994,16Neu,0.19641071557998657
W36995,2Ery,0.6794719099998474
W36996,5Ery,0.456259548664093
W36997,2Ery,0.6376600861549377
W36998,5Ery,0.429460346698761
W36999,10GMP,0.030186060816049576
W37000,13Baso,0.1192963570356369
W37001,13Baso,0.14192883670330048
W37003,8Mk,0.27296438813209534
W37004,16Neu,0.22514939308166504
W37005,13Baso,0.08886852115392685
W37006,7MEP,0.3133423328399658
W37008,4Ery,0.5705868005752563
W37009,13Baso,0.07594264298677444
W37010,6Ery,0.2654423415660858
W37011,2Ery,0.5874967575073242
W37012,14Mo,0.08006829023361206
W37013,16Neu,0.1652371883392334
W37014,2Ery,0.5960769057273865
W37015,13Baso,0.01722407154738903
W37016,14Mo,0.10812436044216156
W37017,6Ery,0.4410202205181122
W37018,2Ery,0.6675808429718018
W37019,2Ery,0.5830146670341492
W37020,2Ery,0.6266217231750488
W37022,8Mk,0.1330847293138504
W37023,2Ery,0.6496772766113281
W37024,4Ery,0.5517992973327637
W37025,14Mo,0.17225436866283417
W37026,17Neu,0.13629522919654846
W37027,5Ery,0.42549702525138855
W37028,13Baso,0.11321428418159485
W37029,7MEP,0.2191353142261505
W37030,3Ery,0.4988192915916443
W37031,5Ery,0.5075381398200989
W37032,13Baso,0.1439017951488495
W37034,8Mk,0.43341493606567383
W37035,6Ery,0.2790543735027313
W37036,5Ery,0.5121682286262512
W37037,5Ery,0.4284788966178894
W37038,11DC,0.21188239753246307
W37039,5Ery,0.5271497368812561
W37040,15Mo,0.19839590787887573
W37041,2Ery,0.5275905728340149
W37042,2Ery,0.5378162860870361
W37043,15Mo,0.17991463840007782
W37044,15Mo,0.14035026729106903
W37045,13Baso,0.020179595798254013
W37046,14Mo,0.09083384275436401
W37047,14Mo,0.1598455011844635
W37048,14Mo,0.0993649810552597
W37049,5Ery,0.4351852238178253
W37050,7MEP,0.25547361373901367
W37051,3Ery,0.5122858285903931
W37052,2Ery,0.6078478693962097
W37053,7MEP,0.24021455645561218
W37054,1Ery,0.7598821520805359
W37055,14Mo,0.1556709259748459
W37056,2Ery,0.6587785482406616
W37057,15Mo,0.12491793185472488
W37058,13Baso,0.15820923447608948
W37059,4Ery,0.4691740572452545
W37060,13Baso,0.13325868546962738
W37061,6Ery,0.4010958969593048
W37063,9GMP,0.043173328042030334
W37065,3Ery,0.6444730758666992
W37066,6Ery,0.366058349609375
W37067,1Ery,0.7284970879554749
W37068,4Ery,0.5855656266212463
W37069,13Baso,0.11559344828128815
W37070,9GMP,0.05713031068444252
W37072,7MEP,0.2441638559103012
W37073,14Mo,0.13166381418704987
W37074,13Baso,0.016979055479168892
W37075,13Baso,0.15017540752887726
W37076,19Lymph,0.890440046787262
W37077,10GMP,0.03688521683216095
W37078,9GMP,0.06783748418092728
W37079,5Ery,0.42724549770355225
W37080,16Neu,0.2131240963935852
W37081,14Mo,0.13972878456115723
W37082,15Mo,0.12535059452056885
W37083,2Ery,0.5706886649131775
W37084,3Ery,0.6111752390861511
W37085,13Baso,0.06439267098903656
W37086,6Ery,0.4126989245414734
W37087,4Ery,0.5508277416229248
W37088,3Ery,0.5909266471862793
W37089,16Neu,0.15567950904369354
W37090,9GMP,0.10432110726833344
W37091,9GMP,0.1084107905626297
W37092,12Baso,0.18724113702774048
W37093,7MEP,0.2334776520729065
W37094,16Neu,0.19243991374969482
W37095,6Ery,0.33588987588882446
W37096,13Baso,0.030827263370156288
W37097,17Neu,0.1956818699836731
W37098,14Mo,0.10585160553455353
W37099,3Ery,0.6490283608436584
W37100,16Neu,0.19874542951583862
W37101,13Baso,0.04436616972088814
W37102,14Mo,0.1463010013103485
W37103,3Ery,0.6976599097251892
W37104,14Mo,0.09308087080717087
W37105,16Neu,0.16692698001861572
W37106,2Ery,0.5673556327819824
W37107,18Eos,0.3726547360420227
W37108,7MEP,0.2666689455509186
W37109,7MEP,0.25227153301239014
W37110,5Ery,0.5789366364479065
W37111,16Neu,0.13535092771053314
W37112,2Ery,0.6651846766471863
W37113,5Ery,0.5245290398597717
W37114,13Baso,0.10106658190488815
W37115,6Ery,0.3139308989048004
W37116,14Mo,0.08941274136304855
W37117,12Baso,0.20114395022392273
W37118,13Baso,0.023179903626441956
W37119,5Ery,0.585737943649292
W37120,2Ery,0.5591152906417847
W37121,2Ery,0.6059504747390747
W37122,14Mo,0.15011009573936462
W37123,16Neu,0.1526516079902649
W37124,14Mo,0.07050309330224991
W37125,1Ery,0.6985625624656677
W37126,11DC,0.21187329292297363
W37127,1Ery,0.7275233268737793
W37128,13Baso,0.05610773339867592
W37130,3Ery,0.497406005859375
W37131,5Ery,0.6775494813919067
W37132,16Neu,0.1406698226928711
W37133,16Neu,0.1893312782049179
W37134,6Ery,0.39414823055267334
W37135,1Ery,0.7325665950775146
W37137,14Mo,0.07458547502756119
W37138,16Neu,0.11497559398412704
W37139,2Ery,0.5837833285331726
W37140,10GMP,0.16553527116775513
W37141,5Ery,0.5169135928153992
W37142,14Mo,0.14517514407634735
W37143,2Ery,0.6435189247131348
W37144,6Ery,0.3767774701118469
W37145,5Ery,0.48072290420532227
W37146,1Ery,0.7257148027420044
W37147,5Ery,0.2724248170852661
W37148,15Mo,0.12948787212371826
W37149,19Lymph,0.9658747315406799
W37150,10GMP,0.07590220123529434
W37151,2Ery,0.5361757278442383
W37152,5Ery,0.5371643304824829
W37153,7MEP,0.23570266366004944
W37154,6Ery,0.5371583700180054
W37155,11DC,0.2118806391954422
W37156,4Ery,0.5476881265640259
W37157,15Mo,0.10954133421182632
W37158,3Ery,0.6340318322181702
W37159,2Ery,0.6421339511871338
W37161,7MEP,0.2813025414943695
W37162,1Ery,0.7179535031318665
W37163,7MEP,0.2601652145385742
W37164,5Ery,0.4405082166194916
W37165,3Ery,0.5895832180976868
W37166,3Ery,0.6330024003982544
W37167,13Baso,0.08135119080543518
W37168,3Ery,0.5450374484062195
W37169,15Mo,0.16489718854427338
W37170,15Mo,0.1084703579545021
W37171,4Ery,0.49363628029823303
W37172,14Mo,0.135176882147789
W37173,2Ery,0.6256980299949646
W37174,2Ery,0.6297106742858887
W37175,16Neu,0.15414448082447052
W37176,13Baso,0.11310122907161713
W37177,14Mo,0.05667968839406967
W37178,5Ery,0.47277623414993286
W37179,16Neu,0.1293337494134903
W37180,14Mo,0.1203986406326294
W37181,16Neu,0.11288589984178543
W37182,8Mk,0.2208348661661148
W37183,7MEP,0.29158881306648254
W37184,8Mk,0.22122129797935486
W37185,14Mo,0.10588199645280838
W37186,10GMP,0.02206401713192463
W37187,5Ery,0.5085870623588562
W37188,10GMP,0.21358980238437653
W37190,3Ery,0.528606116771698
W37191,13Baso,0.043921809643507004
W37192,14Mo,0.1491839736700058
W37193,3Ery,0.5941005945205688
W37194,2Ery,0.5918228626251221
W37195,2Ery,0.6742101311683655
W37196,14Mo,0.10272033512592316
W37197,2Ery,0.622441828250885
W37198,6Ery,0.30257725715637207
W37199,4Ery,0.6325118541717529
W37200,15Mo,0.16923290491104126
W37201,13Baso,0.09840022772550583
W37202,6Ery,0.45892319083213806
W37203,12Baso,0.10357362776994705
W37204,16Neu,0.18505656719207764
W37205,14Mo,0.12404555827379227
W37206,15Mo,0.1473841369152069
W37207,13Baso,0.13988544046878815
W37208,2Ery,0.5727062821388245
W37209,14Mo,0.09352841228246689
W37210,14Mo,0.10726384818553925
W37211,12Baso,0.134078249335289
W37212,10GMP,0.006433459930121899
W37213,7MEP,0.25294315814971924
W37215,2Ery,0.6189090013504028
W37216,4Ery,0.5348179340362549
W37217,3Ery,0.543487012386322
W37218,16Neu,0.1947956383228302
W37219,5Ery,0.5174242258071899
W37220,2Ery,0.5875348448753357
W37221,3Ery,0.562333345413208
W37223,2Ery,0.6642911434173584
W37224,14Mo,0.11381981521844864
W37225,14Mo,0.1127958744764328
W37226,8Mk,0.3158178925514221
W37227,5Ery,0.4901118576526642
W37228,7MEP,0.29788804054260254
W37229,7MEP,0.18653573095798492
W37230,16Neu,0.15891793370246887
W37231,2Ery,0.5179265737533569
W37232,13Baso,0.02462288737297058
W37233,5Ery,0.5134803652763367
W37234,5Ery,0.518706202507019
W37235,14Mo,0.09078862518072128
W37236,6Ery,0.33665555715560913
W37237,14Mo,0.11054343730211258
W37238,7MEP,0.13318666815757751
W37239,2Ery,0.5678890943527222
W37240,13Baso,0.05208159610629082
W37241,2Ery,0.6455297470092773
W37242,14Mo,0.06366487592458725
W37243,2Ery,0.6533132791519165
W37244,15Mo,0.18136346340179443
W37245,3Ery,0.5518510341644287
W37246,5Ery,0.5047158002853394
W37247,10GMP,0.24789340794086456
W37248,6Ery,0.38008880615234375
W37249,15Mo,0.11527261137962341
W37250,1Ery,0.6624952554702759
W37251,4Ery,0.5360974669456482
W37252,12Baso,0.19265975058078766
W37253,4Ery,0.5271044969558716
W37258,13Baso,0.10043399035930634
W37259,6Ery,0.5947931408882141
W37260,3Ery,0.4916715621948242
W37261,8Mk,0.2864559292793274
W37262,6Ery,0.43130025267601013
W37264,3Ery,0.5469735860824585
W37265,3Ery,0.6082133650779724
W37266,4Ery,0.6610350608825684
W37267,16Neu,0.20986339449882507
W37268,7MEP,0.28342440724372864
W37269,3Ery,0.6636027693748474
W37270,15Mo,0.13991543650627136
W37273,10GMP,0.04740213602781296
W37274,12Baso,0.09428982436656952
W37275,3Ery,0.6684659123420715
W37276,3Ery,0.572559118270874
W37277,14Mo,0.13029199838638306
W37278,9GMP,0.07513575255870819
W37279,12Baso,0.11088389158248901
W37280,15Mo,0.23628512024879456
W37281,15Mo,0.10599035024642944
W37282,2Ery,0.5884472727775574
W37283,14Mo,0.10272885859012604
W37284,4Ery,0.6015825867652893
W37285,3Ery,0.6418200731277466
W37286,14Mo,0.11776987463235855
W37288,14Mo,0.06968619674444199
W37289,8Mk,0.41726675629615784
W37290,16Neu,0.20117978751659393
W37291,10GMP,0.2101631909608841
W37292,2Ery,0.4641789495944977
W37293,2Ery,0.5349428057670593
W37294,3Ery,0.597812294960022
W37295,9GMP,0.23952612280845642
W37296,15Mo,0.13639678061008453
W37297,14Mo,0.1211305558681488
W37298,5Ery,0.5351926684379578
W37300,14Mo,0.05308714881539345
W37301,2Ery,0.6068986654281616
W37302,13Baso,0.08434388786554337
W37303,14Mo,0.10758302360773087
W37304,14Mo,0.12639938294887543
W37305,14Mo,0.05801016837358475
W37306,2Ery,0.6632243394851685
W37307,2Ery,0.6413176655769348
W37308,13Baso,0.12110521644353867
W37309,6Ery,0.3128751218318939
W37310,7MEP,0.1679619550704956
W37311,7MEP,0.2535024881362915
W37312,13Baso,0.058121513575315475
W37313,3Ery,0.571406900882721
W37314,3Ery,0.4396349787712097
W37315,14Mo,0.10003160685300827
W37317,2Ery,0.4922284185886383
W37318,2Ery,0.5374868512153625
W37319,8Mk,0.21854490041732788
W37320,7MEP,0.2750290632247925
W37322,16Neu,0.12748803198337555
W37323,5Ery,0.4609408676624298
W37324,14Mo,0.15198318660259247
W37325,2Ery,0.4671294093132019
W37326,14Mo,0.105271115899086
W37327,8Mk,0.18335659801959991
W37328,7MEP,0.21331919729709625
W37329,19Lymph,0.8769389986991882
W37330,14Mo,0.12677128612995148
W37331,12Baso,0.25638413429260254
W37332,13Baso,0.10680804401636124
W37334,12Baso,0.24181325733661652
W37335,13Baso,0.11468996107578278
W37336,4Ery,0.5666322708129883
W37337,14Mo,0.07133310288190842
W37338,2Ery,0.6777374148368835
W37339,5Ery,0.5718961954116821
W37340,11DC,0.21188250184059143
W37341,16Neu,0.22376883029937744
W37342,3Ery,0.5792080760002136
W37343,11DC,0.211877703666687
W37344,3Ery,0.5571982264518738
W37345,4Ery,0.5856213569641113
W37346,3Ery,0.6563429832458496
W37347,6Ery,0.39123010635375977
W37348,15Mo,0.18805216252803802
W37349,17Neu,0.2829625904560089
W37350,14Mo,0.1517351269721985
W37353,4Ery,0.6923929452896118
W37354,9GMP,0.048010751605033875
W37355,7MEP,0.23959755897521973
W37356,7MEP,0.23666365444660187
W37357,14Mo,0.09005402028560638
W37358,13Baso,0.045238614082336426
W37361,4Ery,0.5734959244728088
W37362,13Baso,0.07999302446842194
W37363,14Mo,0.0628117099404335
W37364,3Ery,0.578978419303894
W37365,2Ery,0.663926899433136
W37366,3Ery,0.5713140964508057
W37367,14Mo,0.15244556963443756
W37369,6Ery,0.48373857140541077
W37371,2Ery,0.5589215755462646
W37372,10GMP,0.023761184886097908
W37373,13Baso,0.0595470555126667
W37374,5Ery,0.4425714313983917
W37375,7MEP,0.257862389087677
W37376,13Baso,0.12611879408359528
W37377,3Ery,0.6526538729667664
W37378,2Ery,0.5455037951469421
W37379,14Mo,0.12050650268793106
W37380,3Ery,0.5716341137886047
W37381,2Ery,0.6054970026016235
W37382,10GMP,0.24734064936637878
W37384,13Baso,0.15474629402160645
W37385,14Mo,0.10308580845594406
W37386,4Ery,0.5514398217201233
W37387,5Ery,0.49051037430763245
W37388,18Eos,0.11391828954219818
W37389,2Ery,0.45640286803245544
W37390,14Mo,0.08539126813411713
W37391,3Ery,0.5934985876083374
W37392,13Baso,0.051262266933918
W37393,5Ery,0.4491173326969147
W37394,12Baso,0.09934300929307938
W37395,5Ery,0.4194277226924896
W37396,2Ery,0.5980468988418579
W37397,7MEP,0.23345038294792175
W37398,5Ery,0.36526328325271606
W37399,16Neu,0.1794348508119583
W37401,15Mo,0.180530846118927
W37402,14Mo,0.09039676189422607
W37403,5Ery,0.5773530006408691
W37405,16Neu,0.18403026461601257
W37406,2Ery,0.6149956583976746
W37407,2Ery,0.5292648673057556
W37409,6Ery,0.5170709490776062
W37410,2Ery,0.6136540770530701
W37411,5Ery,0.5031570196151733
W37412,14Mo,0.05491141229867935
W37413,2Ery,0.6350411772727966
W37414,3Ery,0.48729902505874634
W37415,5Ery,0.567348301410675
W37417,16Neu,0.22173291444778442
W37418,10GMP,0.03843685984611511
W37419,14Mo,0.1295143961906433
W37420,1Ery,0.6846771240234375
W37421,2Ery,0.6209754347801208
W37422,3Ery,0.5906424522399902
W37424,15Mo,0.1908435970544815
W37425,7MEP,0.2054334133863449
W37426,4Ery,0.5384655594825745
W37427,7MEP,0.23251256346702576
W37428,5Ery,0.46977895498275757
W37429,2Ery,0.5634661316871643
W37430,13Baso,0.05823491886258125
W37431,14Mo,0.12059693038463593
W37432,15Mo,0.11708185821771622
W37433,2Ery,0.6429975032806396
W37434,14Mo,0.08131182938814163
W37435,6Ery,0.4277498126029968
W37436,12Baso,0.07637722045183182
W37437,2Ery,0.5848390460014343
W37439,19Lymph,0.812092661857605
W37442,6Ery,0.437529057264328
W37443,14Mo,0.08505837619304657
W37446,6Ery,0.28438064455986023
W37449,17Neu,0.2626339793205261
W37450,6Ery,0.5182718634605408
W37451,6Ery,0.23600521683692932
W37452,9GMP,0.09142804145812988
W37453,3Ery,0.5644925832748413
W37454,14Mo,0.13401086628437042
W37455,6Ery,0.4626688063144684
W37456,15Mo,0.1855340301990509
W37457,15Mo,0.12873515486717224
W37458,13Baso,0.11287837475538254
W37459,3Ery,0.6240853667259216
W37460,16Neu,0.22851575911045074
W37461,7MEP,0.22949279844760895
W37462,3Ery,0.5966098308563232
W37463,13Baso,0.1262626200914383
W37465,3Ery,0.6250112652778625
W37466,14Mo,0.10408938676118851
W37467,14Mo,0.13139289617538452
W37468,8Mk,0.21204107999801636
W37469,16Neu,0.10895319283008575
W37470,14Mo,0.07005845755338669
W37471,17Neu,0.2616567015647888
W37473,3Ery,0.6736173629760742
W37474,5Ery,0.47050637006759644
W37475,10GMP,0.02774162031710148
W37476,16Neu,0.1677989661693573
W37477,2Ery,0.5350103974342346
W37478,14Mo,0.09238454699516296
W37479,6Ery,0.33320680260658264
W37480,14Mo,0.1227252185344696
W37481,13Baso,0.10673364996910095
W37482,5Ery,0.451205313205719
W37483,10GMP,0.10583171993494034
W37484,7MEP,0.26971128582954407
W37485,2Ery,0.6138532161712646
W37486,2Ery,0.5367198586463928
W37487,2Ery,0.6337189674377441
W37488,14Mo,0.06940854340791702
W37489,7MEP,0.2857925593852997
W37490,8Mk,0.3005216121673584
W37491,14Mo,0.09970850497484207
W37492,2Ery,0.5842928886413574
W37493,2Ery,0.5104976892471313
W37494,14Mo,0.06658372282981873
W37496,13Baso,0.1072351485490799
W37497,7MEP,0.2773628532886505
W37498,4Ery,0.6271509528160095
W37499,13Baso,0.08080297708511353
W37500,13Baso,0.07467862963676453
W37501,5Ery,0.45740702748298645
W37502,2Ery,0.6604979634284973
W37503,18Eos,0.4167002737522125
W37504,15Mo,0.15733130276203156
W37505,5Ery,0.48988232016563416
W37506,7MEP,0.260294109582901
W37507,2Ery,0.6068612933158875
W37508,13Baso,0.1565319001674652
W37509,14Mo,0.1405496895313263
W37510,6Ery,0.3027435541152954
W37511,5Ery,0.5053234100341797
W37512,4Ery,0.5699238777160645
W37514,13Baso,0.06533517688512802
W37515,7MEP,0.26118433475494385
W37516,5Ery,0.3906554877758026
W37517,5Ery,0.45039036870002747
W37518,10GMP,0.03427662327885628
W37519,16Neu,0.2110690027475357
W37520,2Ery,0.5894938111305237
W37521,14Mo,0.13740810751914978
W37522,3Ery,0.629142165184021
W37523,2Ery,0.5816791653633118
W37524,10GMP,0.045215755701065063
W37525,16Neu,0.14471037685871124
W37526,8Mk,0.21239244937896729
W37527,6Ery,0.2842988669872284
W37528,15Mo,0.12813906371593475
W37529,5Ery,0.48535463213920593
W37530,10GMP,0.04768188297748566
W37531,7MEP,0.2509165108203888
W37532,14Mo,0.09534376859664917
W37533,19Lymph,0.8830545544624329
W37534,2Ery,0.6704849004745483
W37535,15Mo,0.08873024582862854
W37537,3Ery,0.6255541443824768
W37538,6Ery,0.45072266459465027
W37539,1Ery,0.6943133473396301
W37540,2Ery,0.6493480801582336
W37541,3Ery,0.6546483635902405
W37542,4Ery,0.6087740659713745
W37545,6Ery,0.4451889097690582
W37546,13Baso,0.080906443297863
W37548,3Ery,0.4722500741481781
W37549,5Ery,0.45223402976989746
W37551,14Mo,0.19929058849811554
W37552,13Baso,0.1410559117794037
W37553,13Baso,0.08571654558181763
W37554,3Ery,0.569483757019043
W37555,4Ery,0.5366677641868591
W37557,7MEP,0.25214824080467224
W37558,10GMP,0.06784995645284653
W37559,11DC,0.2118745893239975
W37561,3Ery,0.579077422618866
W37562,13Baso,0.02223575860261917
W37563,2Ery,0.4672258794307709
W37564,13Baso,0.1400885432958603
W37565,2Ery,0.6040088534355164
W37566,4Ery,0.5344261527061462
W37567,10GMP,0.0713697075843811
W37568,16Neu,0.22226889431476593
W37569,14Mo,0.09046105295419693
W37570,16Neu,0.1594155877828598
W37572,10GMP,0.09672150760889053
W37573,2Ery,0.573927104473114
W37574,2Ery,0.6327487230300903
W37575,6Ery,0.40589892864227295
W37577,3Ery,0.5758130550384521
W37578,14Mo,0.11070556938648224
W37579,14Mo,0.03897254914045334
W37580,15Mo,0.1525791734457016
W37581,10GMP,0.012611614540219307
W37582,13Baso,0.1466476321220398
W37583,3Ery,0.5065373778343201
W37584,7MEP,0.24775780737400055
W37585,13Baso,0.07631126046180725
W37586,2Ery,0.6240025162696838
W37587,14Mo,0.05495969206094742
W37588,14Mo,0.12476438283920288
W37589,15Mo,0.1343601942062378
W37591,4Ery,0.6247612237930298
W37593,15Mo,0.16159437596797943
W37594,14Mo,0.11867733299732208
W37595,10GMP,0.06448650360107422
W37596,13Baso,0.006299282889813185
W37597,16Neu,0.13333527743816376
W37599,8Mk,0.278550922870636
W37601,13Baso,0.08942991495132446
W37602,5Ery,0.5046029090881348
W37603,6Ery,0.3401438593864441
W37604,14Mo,0.05753638967871666
W37605,2Ery,0.568217396736145
W37606,6Ery,0.4244437515735626
W37607,3Ery,0.5650105476379395
W37608,14Mo,0.07885555922985077
W37609,7MEP,0.26315757632255554
W37610,7MEP,0.24000437557697296
W37611,14Mo,0.09996116161346436
W37612,5Ery,0.4261265695095062
W37613,13Baso,0.13830281794071198
W37614,2Ery,0.579973578453064
W37615,16Neu,0.11378591507673264
W37617,12Baso,0.24216951429843903
W37618,14Mo,0.09272376447916031
W37619,8Mk,0.2871995270252228
W37620,4Ery,0.5679551959037781
W37621,3Ery,0.6049599647521973
W37622,2Ery,0.565227210521698
W37624,14Mo,0.09765651077032089
W37625,7MEP,0.23483364284038544
W37626,19Lymph,0.8059510588645935
W37627,7MEP,0.20897890627384186
W37628,10GMP,0.16810287535190582
W37629,13Baso,0.10754270851612091
W37630,2Ery,0.6516018509864807
W37631,2Ery,0.5816969275474548
W37633,3Ery,0.5736385583877563
W37634,3Ery,0.5916444659233093
W37635,6Ery,0.450607568025589
W37642,7MEP,0.19784682989120483
W37644,8Mk,0.03149142488837242
W37650,2Ery,0.46599429845809937
W37651,1Ery,0.6210324764251709
W37653,9GMP,0.07405540347099304
W37654,13Baso,0.14501674473285675
W37657,15Mo,0.14210069179534912
W37658,6Ery,0.28647133708000183
W37660,13Baso,0.1487778127193451
W37661,3Ery,0.5274549126625061
W37663,16Neu,0.18940836191177368
W37664,14Mo,0.11482633650302887
W37665,5Ery,0.5679755806922913
W37666,7MEP,0.24479812383651733
W37667,13Baso,0.11663158237934113
W37668,4Ery,0.5049012899398804
W37669,13Baso,0.10560938715934753
W37670,2Ery,0.5618894696235657
W37673,15Mo,0.09142637252807617
W37674,7MEP,0.19332817196846008
W37675,3Ery,0.5615918636322021
W37676,10GMP,0.016218144446611404
W37680,13Baso,0.07954493910074234
W37682,3Ery,0.6013240814208984
W37683,1Ery,0.649261474609375
W37684,13Baso,0.020146692171692848
W37685,13Baso,0.05369728058576584
W37686,7MEP,0.25195130705833435
W37687,16Neu,0.14345279335975647
W37689,14Mo,0.054871052503585815
W37691,3Ery,0.6612723469734192
W37692,2Ery,0.6107099056243896
W37693,1Ery,0.6394659876823425
W37694,13Baso,0.11405421793460846
W37696,15Mo,0.18048293888568878
W37698,8Mk,0.21489709615707397
W37699,2Ery,0.6467540860176086
W37700,14Mo,0.13160285353660583
W37701,14Mo,0.12072362005710602
W37702,14Mo,0.08061964064836502
W37704,9GMP,0.02244868502020836
W37706,14Mo,0.10238926112651825
W37707,14Mo,0.05659046024084091
W37708,2Ery,0.5914555191993713
W37709,7MEP,0.26298078894615173
W37710,2Ery,0.656173050403595
W37711,16Neu,0.2314741611480713
W37712,10GMP,0.029442796483635902
W37713,6Ery,0.37212926149368286
W37714,2Ery,0.6323450207710266
W37715,15Mo,0.07305939495563507
W37716,14Mo,0.04737073928117752
W37717,15Mo,0.19036084413528442
W37718,3Ery,0.47843968868255615
W37719,12Baso,0.028313562273979187
W37720,2Ery,0.5817726850509644
W37721,13Baso,0.03322211280465126
W37722,13Baso,0.07750964164733887
W37723,7MEP,0.21477793157100677
W37724,6Ery,0.46420779824256897
W37725,5Ery,0.5471925139427185
W37726,2Ery,0.6150291562080383
W37727,19Lymph,0.8917208909988403
W37728,14Mo,0.1285770982503891
W37729,12Baso,0.1881326287984848
W37730,2Ery,0.6517460346221924
W37731,16Neu,0.13490575551986694
W37737,4Ery,0.5220971703529358
W37738,6Ery,0.4375438690185547
W37739,13Baso,0.026975959539413452
W37745,4Ery,0.5278173685073853
W37746,2Ery,0.6494842767715454
W37747,4Ery,0.558281660079956
W37748,15Mo,0.1479925811290741
W37753,1Ery,0.7062651515007019
W37754,15Mo,0.21650700271129608
W37756,13Baso,0.10757163166999817
W37758,15Mo,0.06869988888502121
W37759,3Ery,0.662792444229126
W37761,6Ery,0.419175386428833
W37762,12Baso,0.09506051987409592
W37763,12Baso,0.13615955412387848
W37764,13Baso,0.10847164690494537
W37765,5Ery,0.5051040649414062
W37766,16Neu,0.1614966243505478
W37769,6Ery,0.45998358726501465
W37770,13Baso,0.12373343110084534
W37771,2Ery,0.616182804107666
W37772,14Mo,0.13346919417381287
W37776,3Ery,0.4765514135360718
W37777,14Mo,0.11742336302995682
W37778,8Mk,0.23360782861709595
W37779,2Ery,0.6633433103561401
W37780,9GMP,0.05252290517091751
W37781,4Ery,0.4908888638019562
W37782,3Ery,0.49955669045448303
W37786,3Ery,0.5824747085571289
W37788,14Mo,0.11338271200656891
W37790,2Ery,0.5833863019943237
W37793,10GMP,0.05563071370124817
W37794,16Neu,0.24610798060894012
W37795,6Ery,0.3781687617301941
W37796,14Mo,0.10787263512611389
W37797,16Neu,0.13739663362503052
W37798,5Ery,0.5752983093261719
W37799,10GMP,0.02349560149013996
W37800,16Neu,0.0780201256275177
W37801,12Baso,0.27746784687042236
W37802,11DC,0.21188299357891083
W37803,15Mo,0.13190199434757233
W37804,2Ery,0.5990539789199829
W37805,13Baso,0.09895286709070206
W37806,7MEP,0.22541601955890656
W37807,13Baso,0.1056051179766655
W37809,13Baso,0.10447940975427628
W37811,2Ery,0.5659947395324707
W37812,6Ery,0.39475688338279724
W37813,14Mo,0.11469268053770065
W37817,5Ery,0.5269201993942261
W37818,16Neu,0.19809716939926147
W37819,5Ery,0.483235627412796
W37820,6Ery,0.48246797919273376
W37821,18Eos,0.3706939220428467
W37822,14Mo,0.10642124712467194
W37825,14Mo,0.07382716238498688
W37826,13Baso,0.07345682382583618
W37828,15Mo,0.2043459564447403
W37830,2Ery,0.594767153263092
W37833,2Ery,0.6646998524665833
W37835,13Baso,0.08588388562202454
W37838,3Ery,0.5296611785888672
W37841,2Ery,0.5770686864852905
W37842,15Mo,0.1282128244638443
W37843,12Baso,0.11099764704704285
W37844,7MEP,0.3086385130882263
W37847,3Ery,0.4999452829360962
W37848,4Ery,0.4418637454509735
W37849,15Mo,0.10399406403303146
W37850,14Mo,0.13674122095108032
W37851,4Ery,0.6195303201675415
W37852,4Ery,0.4976511597633362
W37853,13Baso,0.101929672062397
W37854,9GMP,0.03032693639397621
W37857,12Baso,0.10879082977771759
W37858,2Ery,0.646709680557251
W37859,4Ery,0.4832630753517151
W37860,9GMP,0.14158692955970764
W37861,16Neu,0.23188188672065735
W37863,16Neu,0.20035116374492645
W37864,2Ery,0.6095131635665894
W37865,2Ery,0.6238051056861877
W37866,16Neu,0.17444993555545807
W37867,7MEP,0.27604615688323975
W37868,14Mo,0.04865915700793266
W37870,14Mo,0.10050757974386215
W37872,14Mo,0.013297280296683311
W37873,5Ery,0.5272079110145569
W37874,5Ery,0.6313327550888062
W37875,3Ery,0.5851558446884155
W37876,3Ery,0.5502797961235046
W37878,2Ery,0.622480034828186
W37879,18Eos,0.36086609959602356
